Week,Date Range,Meal,Dish Name,Quantity (kg)
Sep2023_week1,01/09/2023-07/09/2023,Breakfast,Chole Bhature,119.72
Sep2023_week1,01/09/2023-07/09/2023,Lunch,Curd Rice,204.97
Sep2023_week1,01/09/2023-07/09/2023,Lunch,Mixed Vegetables,249.45
Sep2023_week1,01/09/2023-07/09/2023,Lunch,Rajma,501.07
Sep2023_week1,01/09/2023-07/09/2023,Dinner,Paneer Tikka,274.01
Sep2023_week1,01/09/2023-07/09/2023,Dinner,Tandoori Roti,283.36
Sep2023_week1,01/09/2023-07/09/2023,Dinner,Chana Masala,580.83
Sep2023_week2,08/09/2023-14/09/2023,Breakfast,Poha,60.02
Sep2023_week2,08/09/2023-14/09/2023,Breakfast,Samosa,76.73
Sep2023_week2,08/09/2023-14/09/2023,Breakfast,Aloo Paratha,91.79
Sep2023_week2,08/09/2023-14/09/2023,Lunch,Curd Rice,202.2
Sep2023_week2,08/09/2023-14/09/2023,Lunch,Dal Tadka,210.33
Sep2023_week2,08/09/2023-14/09/2023,Lunch,Palak Paneer,262.9
Sep2023_week2,08/09/2023-14/09/2023,Dinner,Bhindi Fry,288.16
Sep2023_week2,08/09/2023-14/09/2023,Dinner,Tandoori Roti,309.05
Sep2023_week2,08/09/2023-14/09/2023,Dinner,Dal Makhani,582.94
Sep2023_week3,15/09/2023-21/09/2023,Breakfast,Dosa,90.64
Sep2023_week3,15/09/2023-21/09/2023,Breakfast,Aloo Paratha,92.04
Sep2023_week3,15/09/2023-21/09/2023,Breakfast,Chole Bhature,119.28
Sep2023_week3,15/09/2023-21/09/2023,Lunch,Mixed Vegetables,310.08
Sep2023_week3,15/09/2023-21/09/2023,Lunch,Chole,466.33
Sep2023_week3,15/09/2023-21/09/2023,Lunch,Dal Tadka,516.15
Sep2023_week3,15/09/2023-21/09/2023,Dinner,Paneer Tikka,287.61
Sep2023_week3,15/09/2023-21/09/2023,Dinner,Tandoori Roti,600.81
Sep2023_week3,15/09/2023-21/09/2023,Dinner,Shahi Paneer,608.96
Sep2023_week4,22/09/2023-28/09/2023,Breakfast,Poha,58.58
Sep2023_week4,22/09/2023-28/09/2023,Breakfast,Medu Vada,120.27
Sep2023_week4,22/09/2023-28/09/2023,Breakfast,Samosa,144.76
Sep2023_week4,22/09/2023-28/09/2023,Lunch,Dal Tadka,201.57
Sep2023_week4,22/09/2023-28/09/2023,Lunch,Rajma,409.97
Sep2023_week4,22/09/2023-28/09/2023,Lunch,Chole,410.36
Sep2023_week4,22/09/2023-28/09/2023,Dinner,Paneer Tikka,243.65
Sep2023_week4,22/09/2023-28/09/2023,Dinner,Dal Makhani,293.55
Sep2023_week4,22/09/2023-28/09/2023,Dinner,Paneer Butter Masala,299.67
Sep2023_week5,29/09/2023-30/09/2023,Breakfast,Chole Bhature,59.76
Sep2023_week5,29/09/2023-30/09/2023,Breakfast,Poha,62.94
Sep2023_week5,29/09/2023-30/09/2023,Breakfast,Medu Vada,120.03
Sep2023_week5,29/09/2023-30/09/2023,Lunch,Sambar,201.9
Sep2023_week5,29/09/2023-30/09/2023,Lunch,Mixed Vegetables,202.56
Sep2023_week5,29/09/2023-30/09/2023,Lunch,Rasam,275.38
Sep2023_week5,29/09/2023-30/09/2023,Dinner,Paneer Butter Masala,275.24
Sep2023_week5,29/09/2023-30/09/2023,Dinner,Bhindi Fry,290.55
Sep2023_week5,29/09/2023-30/09/2023,Dinner,Aloo Gobi,525.38
Oct2023_week1,01/10/2023-07/10/2023,Breakfast,Puri,77.41
Oct2023_week1,01/10/2023-07/10/2023,Breakfast,Idli,93.12
Oct2023_week1,01/10/2023-07/10/2023,Breakfast,Medu Vada,115.79
Oct2023_week1,01/10/2023-07/10/2023,Lunch,Rajma,214.51
Oct2023_week1,01/10/2023-07/10/2023,Lunch,Chole,436.74
Oct2023_week1,01/10/2023-07/10/2023,Lunch,Palak Paneer,465.95
Oct2023_week1,01/10/2023-07/10/2023,Dinner,Tandoori Roti,354.36
Oct2023_week1,01/10/2023-07/10/2023,Dinner,Paneer Tikka,572.21
Oct2023_week1,01/10/2023-07/10/2023,Dinner,Aloo Gobi,594.21
Oct2023_week2,08/10/2023-14/10/2023,Breakfast,Aloo Paratha,46.81
Oct2023_week2,08/10/2023-14/10/2023,Breakfast,Poha,60.39
Oct2023_week2,08/10/2023-14/10/2023,Breakfast,Medu Vada,121.29
Oct2023_week2,08/10/2023-14/10/2023,Lunch,Curd Rice,285.41
Oct2023_week2,08/10/2023-14/10/2023,Lunch,Chole,308.24
Oct2023_week2,08/10/2023-14/10/2023,Lunch,Palak Paneer,442.99
Oct2023_week2,08/10/2023-14/10/2023,Dinner,Dal Makhani,292.68
Oct2023_week2,08/10/2023-14/10/2023,Dinner,Paneer Butter Masala,293.2
Oct2023_week2,08/10/2023-14/10/2023,Dinner,Bhindi Fry,298.67
Oct2023_week3,15/10/2023-21/10/2023,Breakfast,Poha,19.95
Oct2023_week3,15/10/2023-21/10/2023,Breakfast,Upma,25.2
Oct2023_week3,15/10/2023-21/10/2023,Breakfast,Aloo Paratha,29.71
Oct2023_week3,15/10/2023-21/10/2023,Lunch,Mixed Vegetables,67.36
Oct2023_week3,15/10/2023-21/10/2023,Lunch,Palak Paneer,73.26
Oct2023_week3,15/10/2023-21/10/2023,Lunch,Chole,96.58
Oct2023_week3,15/10/2023-21/10/2023,Dinner,Tandoori Roti,82.52
Oct2023_week3,15/10/2023-21/10/2023,Dinner,Shahi Paneer,104.92
Oct2023_week3,15/10/2023-21/10/2023,Dinner,Aloo Gobi,180.61
Oct2023_week4,22/10/2023-28/10/2023,Breakfast,Medu Vada,20.3
Oct2023_week4,22/10/2023-28/10/2023,Breakfast,Chole Bhature,20.54
Oct2023_week4,22/10/2023-28/10/2023,Breakfast,Poha,82.54
Oct2023_week4,22/10/2023-28/10/2023,Lunch,Dal Tadka,102.01
Oct2023_week4,22/10/2023-28/10/2023,Lunch,Chole,360.5
Oct2023_week4,22/10/2023-28/10/2023,Lunch,Rajma,495.94
Oct2023_week4,22/10/2023-28/10/2023,Dinner,Bhindi Fry,95.23
Oct2023_week4,22/10/2023-28/10/2023,Dinner,Dal Makhani,408.95
Oct2023_week4,22/10/2023-28/10/2023,Dinner,Paneer Tikka,414.26
Oct2023_week5,29/10/2023-31/10/2023,Breakfast,Medu Vada,57.5
Oct2023_week5,29/10/2023-31/10/2023,Breakfast,Samosa,75.03
Oct2023_week5,29/10/2023-31/10/2023,Breakfast,Dosa,87.96
Oct2023_week5,29/10/2023-31/10/2023,Lunch,Rajma,205.13
Oct2023_week5,29/10/2023-31/10/2023,Lunch,Curd Rice,211.19
Oct2023_week5,29/10/2023-31/10/2023,Lunch,Mixed Vegetables,211.94
Oct2023_week5,29/10/2023-31/10/2023,Dinner,Chana Masala,237.56
Oct2023_week5,29/10/2023-31/10/2023,Dinner,Bhindi Fry,291.45
Oct2023_week5,29/10/2023-31/10/2023,Dinner,Aloo Gobi,312.21
Nov2023_week1,01/11/2023-07/11/2023,Breakfast,Idli,28.56
Nov2023_week1,01/11/2023-07/11/2023,Breakfast,Samosa,77.17
Nov2023_week1,01/11/2023-07/11/2023,Breakfast,Poha,118.67
Nov2023_week1,01/11/2023-07/11/2023,Lunch,Chole,78.96
Nov2023_week1,01/11/2023-07/11/2023,Lunch,Curd Rice,203.4
Nov2023_week1,01/11/2023-07/11/2023,Lunch,Mixed Vegetables,212.77
Nov2023_week1,01/11/2023-07/11/2023,Dinner,Dal Makhani,99.35
Nov2023_week1,01/11/2023-07/11/2023,Dinner,Paneer Tikka,100.02
Nov2023_week1,01/11/2023-07/11/2023,Dinner,Aloo Gobi,305.88
Nov2023_week2,08/11/2023-14/11/2023,Breakfast,Poha,39.9
Nov2023_week2,08/11/2023-14/11/2023,Breakfast,Samosa,49.66
Nov2023_week2,08/11/2023-14/11/2023,Breakfast,Idli,59.9
Nov2023_week2,08/11/2023-14/11/2023,Lunch,Dal Tadka,139.51
Nov2023_week2,08/11/2023-14/11/2023,Lunch,Chole,175.13
Nov2023_week2,08/11/2023-14/11/2023,Lunch,Palak Paneer,209.2
Nov2023_week2,08/11/2023-14/11/2023,Dinner,Shahi Paneer,114.85
Nov2023_week2,08/11/2023-14/11/2023,Dinner,Dal Makhani,191.31
Nov2023_week2,08/11/2023-14/11/2023,Dinner,Aloo Gobi,197.66
Nov2023_week3,15/11/2023-21/11/2023,Breakfast,Medu Vada,61.87
Nov2023_week3,15/11/2023-21/11/2023,Breakfast,Samosa,74.41
Nov2023_week3,15/11/2023-21/11/2023,Breakfast,Puri,76.5
Nov2023_week3,15/11/2023-21/11/2023,Lunch,Palak Paneer,206.24
Nov2023_week3,15/11/2023-21/11/2023,Lunch,Sambar,216.14
Nov2023_week3,15/11/2023-21/11/2023,Lunch,Chole,217.96
Nov2023_week3,15/11/2023-21/11/2023,Dinner,Shahi Paneer,245.4
Nov2023_week3,15/11/2023-21/11/2023,Dinner,Paneer Butter Masala,302.83
Nov2023_week3,15/11/2023-21/11/2023,Dinner,Bhindi Fry,307.14
Nov2023_week4,22/11/2023-28/11/2023,Breakfast,Medu Vada,59.16
Nov2023_week4,22/11/2023-28/11/2023,Breakfast,Aloo Paratha,91.25
Nov2023_week4,22/11/2023-28/11/2023,Breakfast,Chole Bhature,124.06
Nov2023_week4,22/11/2023-28/11/2023,Lunch,Curd Rice,203.94
Nov2023_week4,22/11/2023-28/11/2023,Lunch,Chole,231.75
Nov2023_week4,22/11/2023-28/11/2023,Lunch,Palak Paneer,297.75
Nov2023_week4,22/11/2023-28/11/2023,Dinner,Chana Masala,290.03
Nov2023_week4,22/11/2023-28/11/2023,Dinner,Paneer Tikka,290.27
Nov2023_week4,22/11/2023-28/11/2023,Dinner,Dal Makhani,298.12
Nov2023_week5,29/11/2023-30/11/2023,Breakfast,Aloo Paratha,45.25
Nov2023_week5,29/11/2023-30/11/2023,Breakfast,Poha,61.82
Nov2023_week5,29/11/2023-30/11/2023,Breakfast,Upma,151.68
Nov2023_week5,29/11/2023-30/11/2023,Lunch,Sambar,210.48
Nov2023_week5,29/11/2023-30/11/2023,Lunch,Palak Paneer,217.71
Nov2023_week5,29/11/2023-30/11/2023,Lunch,Rice,537.55
Nov2023_week5,29/11/2023-30/11/2023,Dinner,Paneer Butter Masala,290.11
Nov2023_week5,29/11/2023-30/11/2023,Dinner,Shahi Paneer,290.67
Nov2023_week5,29/11/2023-30/11/2023,Dinner,Roti,613.63
Dec2023_week1,01/12/2023-07/12/2023,Breakfast,Aloo Paratha,91.72
Dec2023_week1,01/12/2023-07/12/2023,Breakfast,Poha,121.16
Dec2023_week1,01/12/2023-07/12/2023,Breakfast,Samosa,222.54
Dec2023_week1,01/12/2023-07/12/2023,Lunch,Rajma,205.6
Dec2023_week1,01/12/2023-07/12/2023,Lunch,Dal Tadka,213.52
Dec2023_week1,01/12/2023-07/12/2023,Lunch,Rasam,250.15
Dec2023_week1,01/12/2023-07/12/2023,Dinner,Dal Makhani,298.56
Dec2023_week1,01/12/2023-07/12/2023,Dinner,Bhindi Fry,305.63
Dec2023_week1,01/12/2023-07/12/2023,Dinner,Paneer Butter Masala,579.7
Dec2023_week2,08/12/2023-14/12/2023,Breakfast,Upma,74.41
Dec2023_week2,08/12/2023-14/12/2023,Breakfast,Aloo Paratha,89.5
Dec2023_week2,08/12/2023-14/12/2023,Breakfast,Poha,123.64
Dec2023_week2,08/12/2023-14/12/2023,Lunch,Rasam,204.04
Dec2023_week2,08/12/2023-14/12/2023,Lunch,Mixed Vegetables,208.06
Dec2023_week2,08/12/2023-14/12/2023,Lunch,Dal Tadka,285.91
Dec2023_week2,08/12/2023-14/12/2023,Dinner,Paneer Tikka,228.42
Dec2023_week2,08/12/2023-14/12/2023,Dinner,Aloo Gobi,350.14
Dec2023_week2,08/12/2023-14/12/2023,Dinner,Shahi Paneer,929.45
Dec2023_week3,15/12/2023-21/12/2023,Breakfast,Aloo Paratha,44.43
Dec2023_week3,15/12/2023-21/12/2023,Breakfast,Medu Vada,61.11
Dec2023_week3,15/12/2023-21/12/2023,Breakfast,Upma,76.34
Dec2023_week3,15/12/2023-21/12/2023,Lunch,Rajma,214.56
Dec2023_week3,15/12/2023-21/12/2023,Lunch,Chole,220.43
Dec2023_week3,15/12/2023-21/12/2023,Lunch,Dal Tadka,266.63
Dec2023_week3,15/12/2023-21/12/2023,Dinner,Shahi Paneer,231.75
Dec2023_week3,15/12/2023-21/12/2023,Dinner,Chana Masala,242.83
Dec2023_week3,15/12/2023-21/12/2023,Dinner,Aloo Gobi,364.58
Dec2023_week4,22/12/2023-28/12/2023,Breakfast,Aloo Paratha,14.72
Dec2023_week4,22/12/2023-28/12/2023,Breakfast,Poha,19.74
Dec2023_week4,22/12/2023-28/12/2023,Breakfast,Chole Bhature,40.03
Dec2023_week4,22/12/2023-28/12/2023,Lunch,Rasam,79.57
Dec2023_week4,22/12/2023-28/12/2023,Lunch,Sambar,83.04
Dec2023_week4,22/12/2023-28/12/2023,Lunch,Palak Paneer,85.53
Dec2023_week4,22/12/2023-28/12/2023,Dinner,Paneer Tikka,101.19
Dec2023_week4,22/12/2023-28/12/2023,Dinner,Paneer Butter Masala,167.01
Dec2023_week4,22/12/2023-28/12/2023,Dinner,Bhindi Fry,199.52
Dec2023_week5,29/12/2023-31/12/2023,Breakfast,Chole Bhature,19.42
Dec2023_week5,29/12/2023-31/12/2023,Breakfast,Poha,20.05
Dec2023_week5,29/12/2023-31/12/2023,Breakfast,Upma,24.46
Dec2023_week5,29/12/2023-31/12/2023,Lunch,Mixed Vegetables,71.93
Dec2023_week5,29/12/2023-31/12/2023,Lunch,Curd Rice,88.71
Dec2023_week5,29/12/2023-31/12/2023,Lunch,Chole,95.48
Dec2023_week5,29/12/2023-31/12/2023,Dinner,Dal Makhani,101.37
Dec2023_week5,29/12/2023-31/12/2023,Dinner,Chana Masala,124.23
Dec2023_week5,29/12/2023-31/12/2023,Dinner,Shahi Paneer,199.91
Jan2024_week1,01/01/2024-07/01/2024,Breakfast,Chole Bhature,19.12
Jan2024_week1,01/01/2024-07/01/2024,Breakfast,Medu Vada,19.57
Jan2024_week1,01/01/2024-07/01/2024,Breakfast,Aloo Paratha,61.22
Jan2024_week1,01/01/2024-07/01/2024,Lunch,Chole,69.68
Jan2024_week1,01/01/2024-07/01/2024,Lunch,Sambar,71.47
Jan2024_week1,01/01/2024-07/01/2024,Lunch,Curd Rice,77.0
Jan2024_week1,01/01/2024-07/01/2024,Dinner,Aloo Gobi,79.07
Jan2024_week1,01/01/2024-07/01/2024,Dinner,Shahi Paneer,103.95
Jan2024_week1,01/01/2024-07/01/2024,Dinner,Paneer Tikka,288.25
Jan2024_week2,08/01/2024-14/01/2024,Breakfast,Medu Vada,62.86
Jan2024_week2,08/01/2024-14/01/2024,Breakfast,Aloo Paratha,136.78
Jan2024_week2,08/01/2024-14/01/2024,Breakfast,Samosa,150.56
Jan2024_week2,08/01/2024-14/01/2024,Lunch,Dal Tadka,219.64
Jan2024_week2,08/01/2024-14/01/2024,Lunch,Palak Paneer,230.78
Jan2024_week2,08/01/2024-14/01/2024,Lunch,Mixed Vegetables,249.28
Jan2024_week2,08/01/2024-14/01/2024,Dinner,Paneer Tikka,276.13
Jan2024_week2,08/01/2024-14/01/2024,Dinner,Bhindi Fry,293.52
Jan2024_week2,08/01/2024-14/01/2024,Dinner,Paneer Butter Masala,299.23
Jan2024_week3,15/01/2024-21/01/2024,Breakfast,Upma,77.81
Jan2024_week3,15/01/2024-21/01/2024,Breakfast,Dosa,92.93
Jan2024_week3,15/01/2024-21/01/2024,Breakfast,Medu Vada,176.37
Jan2024_week3,15/01/2024-21/01/2024,Lunch,Rasam,201.22
Jan2024_week3,15/01/2024-21/01/2024,Lunch,Curd Rice,202.84
Jan2024_week3,15/01/2024-21/01/2024,Lunch,Sambar,235.94
Jan2024_week3,15/01/2024-21/01/2024,Dinner,Shahi Paneer,302.07
Jan2024_week3,15/01/2024-21/01/2024,Dinner,Paneer Butter Masala,324.62
Jan2024_week3,15/01/2024-21/01/2024,Dinner,Aloo Gobi,542.64
Jan2024_week4,22/01/2024-28/01/2024,Breakfast,Idli,91.48
Jan2024_week4,22/01/2024-28/01/2024,Breakfast,Dosa,93.8
Jan2024_week4,22/01/2024-28/01/2024,Breakfast,Poha,121.13
Jan2024_week4,22/01/2024-28/01/2024,Lunch,Sambar,216.42
Jan2024_week4,22/01/2024-28/01/2024,Lunch,Dal Tadka,304.73
Jan2024_week4,22/01/2024-28/01/2024,Lunch,Rasam,417.91
Jan2024_week4,22/01/2024-28/01/2024,Dinner,Bhindi Fry,299.02
Jan2024_week4,22/01/2024-28/01/2024,Dinner,Chana Masala,311.8
Jan2024_week4,22/01/2024-28/01/2024,Dinner,Paneer Tikka,608.58
Jan2024_week5,29/01/2024-31/01/2024,Breakfast,Aloo Paratha,45.76
Jan2024_week5,29/01/2024-31/01/2024,Breakfast,Chole Bhature,59.09
Jan2024_week5,29/01/2024-31/01/2024,Breakfast,Poha,59.79
Jan2024_week5,29/01/2024-31/01/2024,Lunch,Palak Paneer,201.34
Jan2024_week5,29/01/2024-31/01/2024,Lunch,Rajma,205.62
Jan2024_week5,29/01/2024-31/01/2024,Lunch,Rasam,207.23
Jan2024_week5,29/01/2024-31/01/2024,Dinner,Dal Makhani,294.68
Jan2024_week5,29/01/2024-31/01/2024,Dinner,Shahi Paneer,311.48
Jan2024_week5,29/01/2024-31/01/2024,Dinner,Tandoori Roti,577.85
Feb2024_week1,01/02/2024-07/02/2024,Breakfast,Dosa,90.03
Feb2024_week1,01/02/2024-07/02/2024,Breakfast,Idli,93.45
Feb2024_week1,01/02/2024-07/02/2024,Breakfast,Poha,121.47
Feb2024_week1,01/02/2024-07/02/2024,Lunch,Palak Paneer,209.81
Feb2024_week1,01/02/2024-07/02/2024,Lunch,Curd Rice,267.69
Feb2024_week1,01/02/2024-07/02/2024,Lunch,Mixed Vegetables,278.66
Feb2024_week1,01/02/2024-07/02/2024,Dinner,Chana Masala,295.98
Feb2024_week1,01/02/2024-07/02/2024,Dinner,Tandoori Roti,309.18
Feb2024_week1,01/02/2024-07/02/2024,Dinner,Dal Makhani,570.83
Feb2024_week2,08/02/2024-14/02/2024,Breakfast,Puri,77.15
Feb2024_week2,08/02/2024-14/02/2024,Breakfast,Chole Bhature,120.19
Feb2024_week2,08/02/2024-14/02/2024,Breakfast,Poha,120.7
Feb2024_week2,08/02/2024-14/02/2024,Lunch,Rasam,204.37
Feb2024_week2,08/02/2024-14/02/2024,Lunch,Palak Paneer,277.22
Feb2024_week2,08/02/2024-14/02/2024,Lunch,Chole,415.08
Feb2024_week2,08/02/2024-14/02/2024,Dinner,Aloo Gobi,293.71
Feb2024_week2,08/02/2024-14/02/2024,Dinner,Shahi Paneer,294.37
Feb2024_week2,08/02/2024-14/02/2024,Dinner,Dal Makhani,353.22
Feb2024_week3,15/02/2024-21/02/2024,Breakfast,Chole Bhature,60.17
Feb2024_week3,15/02/2024-21/02/2024,Breakfast,Upma,71.93
Feb2024_week3,15/02/2024-21/02/2024,Breakfast,Idli,88.41
Feb2024_week3,15/02/2024-21/02/2024,Lunch,Rasam,217.97
Feb2024_week3,15/02/2024-21/02/2024,Lunch,Chole,292.09
Feb2024_week3,15/02/2024-21/02/2024,Lunch,Palak Paneer,305.01
Feb2024_week3,15/02/2024-21/02/2024,Dinner,Aloo Gobi,311.77
Feb2024_week3,15/02/2024-21/02/2024,Dinner,Bhindi Fry,351.83
Feb2024_week3,15/02/2024-21/02/2024,Dinner,Chana Masala,583.85
Feb2024_week4,22/02/2024-28/02/2024,Breakfast,Dosa,28.82
Feb2024_week4,22/02/2024-28/02/2024,Breakfast,Aloo Paratha,44.33
Feb2024_week4,22/02/2024-28/02/2024,Breakfast,Medu Vada,60.71
Feb2024_week4,22/02/2024-28/02/2024,Lunch,Curd Rice,218.3
Feb2024_week4,22/02/2024-28/02/2024,Lunch,Sambar,229.82
Feb2024_week4,22/02/2024-28/02/2024,Lunch,Chole,272.61
Feb2024_week4,22/02/2024-28/02/2024,Dinner,Paneer Butter Masala,97.5
Feb2024_week4,22/02/2024-28/02/2024,Dinner,Dal Makhani,100.03
Feb2024_week4,22/02/2024-28/02/2024,Dinner,Paneer Tikka,125.64
Feb2024_week5,29/02/2024-29/02/2024,Breakfast,Aloo Paratha,15.08
Feb2024_week5,29/02/2024-29/02/2024,Breakfast,Chole Bhature,20.26
Feb2024_week5,29/02/2024-29/02/2024,Breakfast,Dosa,31.03
Feb2024_week5,29/02/2024-29/02/2024,Lunch,Palak Paneer,70.18
Feb2024_week5,29/02/2024-29/02/2024,Lunch,Rice,82.54
Feb2024_week5,29/02/2024-29/02/2024,Lunch,Chole,99.81
Feb2024_week5,29/02/2024-29/02/2024,Dinner,Chana Masala,99.09
Feb2024_week5,29/02/2024-29/02/2024,Dinner,Paneer Tikka,100.43
Feb2024_week5,29/02/2024-29/02/2024,Dinner,Roti,101.33
Mar2024_week1,01/03/2024-07/03/2024,Breakfast,Medu Vada,78.1
Mar2024_week1,01/03/2024-07/03/2024,Breakfast,Idli,88.96
Mar2024_week1,01/03/2024-07/03/2024,Breakfast,Poha,99.94
Mar2024_week1,01/03/2024-07/03/2024,Lunch,Curd Rice,166.48
Mar2024_week1,01/03/2024-07/03/2024,Lunch,Sambar,238.45
Mar2024_week1,01/03/2024-07/03/2024,Lunch,Rasam,286.48
Mar2024_week1,01/03/2024-07/03/2024,Dinner,Chana Masala,170.49
Mar2024_week1,01/03/2024-07/03/2024,Dinner,Tandoori Roti,298.39
Mar2024_week1,01/03/2024-07/03/2024,Dinner,Paneer Tikka,375.1
Mar2024_week2,08/03/2024-14/03/2024,Breakfast,Idli,85.74
Mar2024_week2,08/03/2024-14/03/2024,Breakfast,Aloo Paratha,88.83
Mar2024_week2,08/03/2024-14/03/2024,Breakfast,Poha,117.05
Mar2024_week2,08/03/2024-14/03/2024,Lunch,Rasam,218.06
Mar2024_week2,08/03/2024-14/03/2024,Lunch,Rajma,430.3
Mar2024_week2,08/03/2024-14/03/2024,Lunch,Sambar,471.02
Mar2024_week2,08/03/2024-14/03/2024,Dinner,Shahi Paneer,241.11
Mar2024_week2,08/03/2024-14/03/2024,Dinner,Tandoori Roti,312.71
Mar2024_week2,08/03/2024-14/03/2024,Dinner,Paneer Butter Masala,340.4
Mar2024_week3,15/03/2024-21/03/2024,Breakfast,Medu Vada,57.39
Mar2024_week3,15/03/2024-21/03/2024,Breakfast,Poha,61.49
Mar2024_week3,15/03/2024-21/03/2024,Breakfast,Dosa,87.79
Mar2024_week3,15/03/2024-21/03/2024,Lunch,Rajma,203.38
Mar2024_week3,15/03/2024-21/03/2024,Lunch,Palak Paneer,208.7
Mar2024_week3,15/03/2024-21/03/2024,Lunch,Mixed Vegetables,219.44
Mar2024_week3,15/03/2024-21/03/2024,Dinner,Shahi Paneer,278.87
Mar2024_week3,15/03/2024-21/03/2024,Dinner,Chana Masala,285.07
Mar2024_week3,15/03/2024-21/03/2024,Dinner,Paneer Butter Masala,289.42
Mar2024_week4,22/03/2024-28/03/2024,Breakfast,Upma,71.82
Mar2024_week4,22/03/2024-28/03/2024,Breakfast,Dosa,86.27
Mar2024_week4,22/03/2024-28/03/2024,Breakfast,Chole Bhature,118.56
Mar2024_week4,22/03/2024-28/03/2024,Lunch,Palak Paneer,214.54
Mar2024_week4,22/03/2024-28/03/2024,Lunch,Chole,277.69
Mar2024_week4,22/03/2024-28/03/2024,Lunch,Rasam,311.51
Mar2024_week4,22/03/2024-28/03/2024,Dinner,Shahi Paneer,269.45
Mar2024_week4,22/03/2024-28/03/2024,Dinner,Bhindi Fry,289.06
Mar2024_week4,22/03/2024-28/03/2024,Dinner,Chana Masala,296.66
Mar2024_week5,29/03/2024-31/03/2024,Breakfast,Upma,75.75
Mar2024_week5,29/03/2024-31/03/2024,Breakfast,Idli,87.0
Mar2024_week5,29/03/2024-31/03/2024,Breakfast,Chole Bhature,119.46
